Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
Alphonse Areola,fr FRA,GK,30-307,16,16,"1,440",16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Nayef Aguerd,ma MAR,DF,27-276,16,16,"1,416",15.7,1,0,1,1,0,0,3,1,1.3,1.3,0.2,1.6,7,44,0,0.06,0.00,0.06,0.06,0.06,0.08,0.01,0.10,0.08,0.10,Matches
Kurt Zouma,fr FRA,DF,29-065,16,16,"1,413",15.7,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,0,0.06,0.00,0.06,0.06,0.06,0.07,0.00,0.07,0.07,0.07,Matches
Edson Álvarez,mx MEX,MF,26-068,16,15,"1,248",13.9,0,1,1,0,0,0,7,0,0.4,0.4,0.1,0.5,6,39,13,0.00,0.07,0.07,0.00,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Michail Antonio,jm JAM,FW,33-278,12,11,813,9.0,2,2,4,2,0,0,2,0,1.8,1.8,0.7,2.5,25,10,46,0.22,0.22,0.44,0.22,0.44,0.20,0.07,0.28,0.20,0.28,Matches
Kudus Mohammed,gh GHA,"FW,MF",23-151,16,10,963,10.7,6,1,7,6,0,0,3,0,1.9,1.9,1.3,3.1,37,37,85,0.56,0.09,0.65,0.56,0.65,0.18,0.12,0.29,0.18,0.29,Matches
Saïd Benrahma,dz ALG,"FW,MF",28-143,12,4,548,6.1,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.4,26,22,66,0.00,0.16,0.16,0.00,0.16,0.30,0.22,0.52,0.17,0.39,Matches
Konstantinos Mavropanos,gr GRE,DF,26-020,6,4,406,4.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,1,10,0,0.22,0.00,0.22,0.22,0.22,0.07,0.02,0.09,0.07,0.09,Matches
Łukasz Fabiański,pl POL,GK,38-257,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Pablo Fornals,es ESP,"MF,FW",27-312,13,2,246,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,20,20,0.00,0.00,0.00,0.00,0.00,0.11,0.08,0.19,0.11,0.19,Matches
Angelo Ogbonna,it ITA,DF,35-222,5,2,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Aaron Cresswell,eng ENG,DF,34-016,3,2,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
Danny Ings,eng ENG,FW,31-161,10,1,142,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,8,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
Divin Mubama,eng ENG,FW,19-067,3,0,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
Thilo Kehrer,de GER,"DF,MF",27-101,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Maxwel Cornet,ci CIV,MF,27-095,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ben Johnson,eng ENG,FW,23-341,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Joseph Anang,eng ENG,GK,23-206,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Conor Coventry,ie IRL,MF,23-281,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
